id,attr_time,attr_x,attr_y,attr_z
1,1437144618019,-5.6030307,7.81647,0.08619126
2,1437144618044,-5.6551046,7.7452426,0.065242
3,1437144618065,-5.66947,7.7201033,0.04129998
4,1437144618084,-5.673061,7.7027454,0.022744916
5,1437144618101,-5.686229,7.7332716,0.014963761
6,1437144618216,-5.686229,7.751827,0.05925649
7,1437144618217,-5.643732,7.765593,0.016759412
8,1437144618220,-5.6545057,7.7823524,0.0676362
9,1437144618221,-5.6126075,7.7440453,-0.076015905
10,1437144618222,-5.671864,7.7452426,0.05207389
11,1437144618223,-5.685032,7.7494326,0.107739076
12,1437144618296,-5.6724625,7.754221,0.06284779
13,1437144618297,-5.605425,7.736264,-0.035913024
14,1437144618298,-5.595249,7.8212585,0.08798691
15,1437144618300,-5.6006365,7.8009076,0.0005985504
16,1437144618322,-5.605425,7.73806,0.01316811
17,1437144618345,-5.6586957,7.8027034,0.007182605
18,1437144618361,-5.687426,7.916428,-0.02813187
19,1437144618382,-5.539584,7.787141,0.035314474
20,1437144618402,-5.632958,7.7811556,0.08439561
21,1437144618420,-5.6126075,7.7207017,-0.037110128
22,1437144618440,-5.6856303,7.7943234,0.08259996
23,1437144618461,-5.6999955,7.7637978,-0.033518825
24,1437144618484,-5.6706667,7.7440453,-0.024540568
25,1437144618504,-5.547964,7.814076,-0.04309563
26,1437144618524,-5.559336,7.8637557,0.092775315
27,1437144618542,-5.5940523,7.791331,-0.05865794
28,1437144618559,-5.604826,7.797915,0.020949265
29,1437144618580,-5.635352,7.771579,-0.044292733
30,1437144618599,-5.6042275,7.8248496,0.036511578
31,1437144618621,-5.5820813,7.8206596,0.007182605
32,1437144618643,-5.583278,7.799112,-0.05267244
33,1437144618708,-5.671864,7.7254906,-0.04129998
34,1437144618709,-5.6664767,7.7440453,-0.005985504
35,1437144618710,-5.521029,7.841609,0.010773907
36,1437144618734,-5.4581814,7.8493905,-0.090381116
37,1437144618741,-5.6102133,7.8356237,0.03232172
38,1437144618760,-5.7023897,7.7614036,0.050278235
39,1437144618818,-5.697003,7.757812,0.009576807
40,1437144618829,-5.6880245,7.795521,0.06823475
41,1437144618830,-5.5737014,7.7973166,-0.047884032
42,1437144618849,-5.513248,7.802105,-0.044292733
43,1437144618861,-5.5497594,7.821857,0.054468088
44,1437144618882,-5.6006365,7.844003,0.0053869537
45,1437144618902,-5.616797,7.831434,0.059855044
46,1437144618923,-5.627571,7.800309,-0.01436521
47,1437144618943,-5.5431757,7.784148,-0.05626374
48,1437144618963,-5.5401826,7.856573,0.0712275
49,1437144618984,-5.5341973,7.795521,0.053869538
50,1437144619002,-5.6910176,7.8009076,0.08499416
51,1437144619023,-5.7586536,7.773973,0.019752163
